name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"40.776676,-73.971321",2018-01-09T10:00:00,37.1,30.5,25.1,61.39,0,,,0,5.02,19.9,9.2,280,1021.1,0,8.1,283,1,3,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T11:00:00,39.8,33.3,24.2,53.2,0,,,0,4.97,20.9,10.3,290,1020.9,0,9.9,455,1.6,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T12:00:00,42.2,36.2,21.8,44.05,0,,,0,4.92,18.5,10.3,280,1020.6,0.1,9.9,494,1.8,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T13:00:00,43.1,34.6,20,39.43,0,,,0,4.87,31.1,19.4,305,1020.5,0.1,9.9,519,1.9,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T14:00:00,43.1,38.8,20,39.43,0,,,0,4.82,29.8,7,310,1020.7,0.1,9.9,413,1.5,4,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T15:00:00,43.1,38.9,20,39.42,0,,,0,4.77,30.5,7,330,1021.4,0.1,9.9,248,0.9,2,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T16:00:00,42.2,38.4,20,40.82,0,,,0,4.72,28.6,5.9,310,1022.6,0.1,9.9,91,0.3,1,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T17:00:00,41.1,35.3,20,42.59,0,,,0,4.67,18.6,9.2,300,1023.5,0.2,9.9,15,0.1,0,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T18:00:00,39.8,36.5,20,44.7,0,,,0,4.62,,4.7,325,1024.4,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T19:00:00,38.9,32.2,20.9,48.09,0,,,0,4.57,,10.2,350,1025.7,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T20:00:00,37.1,32.4,21.8,53.59,0,,,0,4.53,20.8,5.8,343,1026.4,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T21:00:00,37.1,37.1,20,49.67,0,,,0,4.48,24.2,0.1,358,1027.3,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T22:00:00,35.9,31.9,19.1,50.2,0,,,0,4.43,,4.7,337,1027.6,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-09T23:00:00,35,29.1,17.9,49.33,0,,,0,4.38,,6.9,343,1028.4,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T00:00:00,34.1,28.8,17.9,51.18,0,,,0,4.33,,5.8,300,1028.5,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T01:00:00,34.1,31.2,17.9,51.18,0,,,0,4.28,,3.4,1,1028.9,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T02:00:00,33.2,30.1,19.1,55.95,0,,,0,4.23,,3.4,290,1029.8,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T03:00:00,32.1,28.9,17.9,55.45,0,,,0,4.18,,3.3,280,1030.4,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T04:00:00,30.8,27.5,19.1,61.51,0,,,0,4.13,,3.4,291,1030.7,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T05:00:00,30.8,27.5,19.1,61.5,0,,,0,4.08,,3.4,30,1030.8,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T06:00:00,30.8,26,17.9,58.32,0,,,0,4.03,,4.7,50,1031.2,0.1,9.9,3,0,0,,Clear,clear-night,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T07:00:00,29.9,26.5,17.9,60.47,0,,,0,3.98,,3.4,70,1031.4,0,9.9,118,0.4,1,,Clear,clear-night,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T08:00:00,30.8,24.1,19.1,61.5,0,,,0,3.94,,6.9,60,1031.9,0.1,9.9,22,0.1,0,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T09:00:00,33.2,30.2,17.9,53.07,0,,,0,3.9,,3.4,360,1032.6,0.1,9.9,125,0.5,1,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T10:00:00,34.1,31.2,19.1,53.98,0,,,0,3.87,,3.4,27,1032.8,0.1,9.9,280,1,3,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T11:00:00,35.9,33.3,19.1,50.21,0,,,0,3.84,,3.4,40,1032.6,0.1,9.9,451,1.6,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T12:00:00,38,38,20,47.94,0,,,0,3.8,,0,357,1032.1,0.2,9.9,494,1.8,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T13:00:00,38.9,33.2,21.8,49.95,0,,,0,3.77,,8.1,170,1030.7,0.2,9.9,475,1.7,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T14:00:00,38.9,34.6,24.2,55.1,0,,,0,3.74,,5.8,183,1030.4,0.2,9.9,398,1.4,4,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T15:00:00,39.8,35.7,25.1,55.25,0,,,0,3.7,,5.8,160,1030.5,0.2,9.9,258,0.9,3,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T16:00:00,38.9,33.6,26,59.44,0,,,0,3.67,,7.5,170,1030.4,89.7,9.9,61,0.2,1,,Partially cloudy,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T17:00:00,37.1,34.7,26.9,66.17,0,,,0,3.64,,3.4,183,1030.5,99.9,9.9,6,0,0,,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T18:00:00,38,33.5,28.1,67.25,0,,,0,3.61,,5.8,180,1030.5,0.2,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T19:00:00,38,35.7,29.9,72.36,0,,,0,3.57,,3.4,160,1030.5,100,9.9,,,,,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T20:00:00,39.8,36.5,29.9,67.48,0,,,0,3.54,,4.7,170,1031.2,100,9.9,,,,,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T21:00:00,39.8,37.7,30.8,69.99,0,,,0,3.51,,3.4,190,1030.2,100,9.9,,,,,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T22:00:00,41.1,37.9,32.1,70.14,0,,,0,3.47,,4.7,185,1030,100,9.9,,,,,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-10T23:00:00,41.1,39.1,33.2,73.28,0,,,0,3.44,,3.4,170,1029.5,29.8,9.9,,,,,Partially cloudy,partly-cloudy-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
